dish_id,total_calories,total_mass,total_fat,total_carbs,total_protein,ingredients,sorted_ingredients,GPTFoodDescription,GPTFoodCode,GPTAmount,GPTAmountWeight,Energy (kcal),Protein (g),Carbohydrate (g),Total Fat (g),FoodCodeError,WeightError,IngredientNum,GPTWeight
dish_1560368815,400.337677,442,33.12727,21.281317,11.468402,"mixed greens, carrot, arugula, mustard, garlic, radishes, blueberries, eggplant, vinegar, tofu, spinach (raw), olive oil, pumpkin seeds, asparagus, salt, lettuce","arugula, asparagus, blueberries, carrot, eggplant, garlic, lettuce, mixed greens, mustard, olive oil, pumpkin seeds, radishes, salt, spinach (raw), tofu, vinegar","baby spinach
red leaf lettuce
arugula (rocket)
sliced red onion (raw)
steamed asparagus spears
firm tofu cubes
roasted eggplant slices",baby spinach: 72125100; red leaf lettuce: 75113060; arugula (rocket): 75113080; sliced red onion (raw): 75117020; steamed asparagus spears: 75202011; firm tofu cubes: 41420010; roasted eggplant slices: 75217010,"baby spinach: 1 cup
red leaf lettuce: 1 cup
arugula (rocket): unknown
sliced red onion (raw): 1 slice
steamed asparagus spears: 6 spear
firm tofu cubes: 3 cubic inch
roasted eggplant slices: 0.5 cup","{'baby spinach': 25.0, 'red leaf lettuce': 25.0, 'arugula (rocket)': nan, 'sliced red onion (raw)': 15.0, 'steamed asparagus spears': 96.0, 'firm tofu cubes': 52.800000000000004, 'roasted eggplant slices': 47.5}",80.893,7.7241100000000005,10.045639999999999,2.38537,0,1,7,261.3
dish_1572625898,0.0,271,0.0,0.0,0.0,"bacon, scrambled eggs, fried rice, salsa, zucchini","bacon, fried rice, salsa, scrambled eggs, zucchini",No ingredients identified. GPT response was: ,No ingredients identified. GPT response was:: 00000000,No ingredients identified. GPT response was:: unknown,{'no ingredients identified. gpt response was': nan},,,,,0,1,1,0.0
dish_1562602945,308.372284,492,6.017155,45.249252,19.971214,"greek yogurt, milk, watermelon, sweet potato, egg whites, strawberries, berries, chia seeds","berries, chia seeds, egg whites, greek yogurt, milk, strawberries, sweet potato, watermelon","diced watermelon
sliced strawberries
fresh raspberries
fresh blackberries
chia seed pudding
cottage cheese
roasted potato chunks",diced watermelon: 63311050; sliced strawberries: 63223020; fresh raspberries: 63219000; fresh blackberries: 63201010; chia seed pudding: 13230110; cottage cheese: 14203010; roasted potato chunks: 71104030,"diced watermelon: 1 cup
sliced strawberries: unknown
fresh raspberries: 2 berry
fresh blackberries: unknown
chia seed pudding: 0.5 cup
cottage cheese: 0.25 cup
roasted potato chunks: 1 small","{'diced watermelon': 150.0, 'sliced strawberries': nan, 'fresh raspberries': 4.0, 'fresh blackberries': nan, 'chia seed pudding': 130.0, 'cottage cheese': 36.25, 'roasted potato chunks': 130.0}",443.48,9.14725,78.77685,10.855125000000001,0,2,7,450.25
dish_1565884766,469.609009,546,12.795,34.176998,47.687,"watermelon, waffles, egg whites","egg whites, waffles, watermelon","toasted Belgian waffle
cottage cheese (curds)
watermelon (cubed)",toasted Belgian waffle: 55200020; cottage cheese (curds): 14201010; watermelon (cubed): 63149010,"toasted Belgian waffle: 0.5 thick / Belgian waffle
cottage cheese (curds): unknown
watermelon (cubed): 6 cube","{'toasted belgian waffle': 27.5, 'cottage cheese (curds)': nan, 'watermelon (cubed)': 90.0}",111.97500000000001,2.5895,20.10225,2.7447500000000007,0,1,3,117.5
dish_1559844657,122.110001,167,0.248,29.200001,2.287,"potatoes, grapes","grapes, potatoes","roasted potato chunks
raw red cherry tomatoes",roasted potato chunks: 71104030; raw red cherry tomatoes: 74101000,"roasted potato chunks: unknown
raw red cherry tomatoes: 14 cherry","{'roasted potato chunks': nan, 'raw red cherry tomatoes': 238.0}",47.599999999999994,1.9515999999999998,9.6152,0.7378,0,1,2,238.0
dish_1572627130,0.0,231,0.0,0.0,0.0,"scrambled eggs, salsa","salsa, scrambled eggs","scrambled eggs
cooked white rice
cooked spinach (leafy greens)
chunky tomato salsa",scrambled eggs: 32130020; cooked white rice: 56205001; cooked spinach (leafy greens): 72125220; chunky tomato salsa: 74402110,"scrambled eggs: 1 egg
cooked white rice: 0.5 cup
cooked spinach (leafy greens): 0.25 cup
chunky tomato salsa: unknown","{'scrambled eggs': 55.0, 'cooked white rice': 81.5, 'cooked spinach (leafy greens)': 46.25, 'chunky tomato salsa': nan}",232.5225,10.097050000000001,24.698974999999997,9.9822,0,1,4,182.75
dish_1565033220,908.60498,578,59.342999,19.202002,76.664001,"mixed greens, olives, broccoli, chicken, vinaigrette","broccoli, chicken, mixed greens, olives, vinaigrette","diced cooked chicken breast
broccoli florets
red kidney beans
frisée lettuce
brown peanut-style salad dressing",diced cooked chicken breast: 24120120; broccoli florets: 99997220; red kidney beans: 41106020; frisée lettuce: 72116000; brown peanut-style salad dressing: 42204050,"diced cooked chicken breast: 1 cup, cooked, diced
broccoli florets: unknown
red kidney beans: 0.5 cup
frisée lettuce: unknown
brown peanut-style salad dressing: 3 tablespoon","{'diced cooked chicken breast': 135.0, 'broccoli florets': nan, 'red kidney beans': 90.0, 'frisée lettuce': nan, 'brown peanut-style salad dressing': 48.0}",431.16,48.64079999999999,30.9636,12.9591,0,2,5,273.0
dish_1565119493,529.144897,280,24.306738,46.864986,29.865883,"mustard, olive oil, onions, vinegar, beef, caesar salad, bok choy, shallots, apple, millet, salt, cheese pizza, cranberries, spinach (raw), spinach (cooked)","apple, beef, bok choy, caesar salad, cheese pizza, cranberries, millet, mustard, olive oil, onions, salt, shallots, spinach (cooked), spinach (raw), vinegar","grilled beef steak
pizza crust
tomato sauce
mozzarella cheese (melted)
fresh spinach leaves
sun-dried tomatoes
romaine lettuce
creamy Caesar-style dressing
grated Parmesan cheese
yellow squash (sliced)
cooked broccoli florets",grilled beef steak: 21102170; pizza crust: 58107100; tomato sauce: 89901050; mozzarella cheese (melted): 14107010; fresh spinach leaves: 72125100; sun-dried tomatoes: 74206000; romaine lettuce: 72116000; creamy Caesar-style dressing: 83102000; grated Parmesan cheese: 14108010; yellow squash (sliced): 75233020; cooked broccoli florets: 72201211,"grilled beef steak: 2 oz yields
pizza crust: 2 piece, NFS
tomato sauce: unknown
mozzarella cheese (melted): 0.5 cup, melted
fresh spinach leaves: 1 cup
sun-dried tomatoes: 1 piece
romaine lettuce: 1 cup
creamy Caesar-style dressing: 2 tablespoon
grated Parmesan cheese: 1 tablespoon
yellow squash (sliced): 4 slice
cooked broccoli florets: 2 floweret","{'grilled beef steak': 40.0, 'pizza crust': 248.0, 'tomato sauce': nan, 'mozzarella cheese (melted)': 122.0, 'fresh spinach leaves': 25.0, 'sun-dried tomatoes': 5.0, 'romaine lettuce': 35.0, 'creamy caesar-style dressing': 29.4, 'grated parmesan cheese': 6.2, 'yellow squash (sliced)': 40.0, 'cooked broccoli florets': 20.0}",1408.9679999999998,64.34158000000001,109.3832,80.34749999999998,0,1,11,570.5999999999999
dish_1561049435,338.179993,257,22.427,13.217999,20.822001,"raspberries, cantaloupe, scrambled eggs, bacon","bacon, cantaloupe, raspberries, scrambled eggs","scrambled eggs
crispy fried bacon strips
fresh raspberries
cantaloupe (cubed)
honeydew melon (cubed)",scrambled eggs: 32130060; crispy fried bacon strips: 22601000; fresh raspberries: 63219000; cantaloupe (cubed): 63109010; honeydew melon (cubed): 63311000,"scrambled eggs: unknown
crispy fried bacon strips: 2 medium slice (yield after cooking)
fresh raspberries: 9 berry
cantaloupe (cubed): 1 cup
honeydew melon (cubed): 0.25 cup","{'scrambled eggs': nan, 'crispy fried bacon strips': 16.0, 'fresh raspberries': 18.0, 'cantaloupe (cubed)': 155.0, 'honeydew melon (cubed)': 37.5}",164.515,7.1467,20.20295,6.089150000000001,0,1,5,226.5
dish_1560356523,497.719971,92,38.639999,1.288,34.040001,bacon,bacon,crispy cooked bacon strips,crispy cooked bacon strips: 22601000,crispy cooked bacon strips: 3 medium slice (yield after cooking),{'crispy cooked bacon strips': 24.0},112.32,8.1408,0.408,8.4216,0,0,1,24.0
dish_1565981848,147.410431,198,11.091943,8.199256,15.093219,"carrot, parsley, salt, lemon juice, chive, garlic, olive oil, shallots, wheat berry, cherry tomatoes, tofu, pepper, fish, chard","carrot, chard, cherry tomatoes, chive, fish, garlic, lemon juice, olive oil, parsley, pepper, salt, shallots, tofu, wheat berry","portobello mushroom (cooked)
toasted buckwheat groats (kasha)
arugula (rocket) leaves
pan-fried firm tofu (cubed)
cooked sliced carrots
roasted red beet slices
roasted golden (yellow) beet slices
roasted sweet potato slices",portobello mushroom (cooked): 75219011; toasted buckwheat groats (kasha): 56200510; arugula (rocket) leaves: 75113080; pan-fried firm tofu (cubed): 41420010; cooked sliced carrots: 73102211; roasted red beet slices: 75208020; roasted golden (yellow) beet slices: 75208021; roasted sweet potato slices: 73403010,"portobello mushroom (cooked): 1 whole
toasted buckwheat groats (kasha): 0.25 cup, cooked
arugula (rocket) leaves: 3 leaf
pan-fried firm tofu (cubed): 0.75 cup (1/2"" cubes)
cooked sliced carrots: 6 piece/slice
roasted red beet slices: 2 slice
roasted golden (yellow) beet slices: 1 slice
roasted sweet potato slices: 1 small","{'portobello mushroom (cooked)': 13.0, 'toasted buckwheat groats (kasha)': 42.5, 'arugula (rocket) leaves': 6.0, 'pan-fried firm tofu (cubed)': 186.0, 'cooked sliced carrots': 30.0, 'roasted red beet slices': 20.0, 'roasted golden (yellow) beet slices': 10.0, 'roasted sweet potato slices': 80.0}",269.83,17.5608,33.00805,9.3934,0,0,8,387.5
dish_1564686702,307.944977,130,12.545,36.75,11.96,"cheese pizza, olives","cheese pizza, olives","melted mozzarella cheese
tomato sauce
sliced red onion
thin pizza crust
Kalamata olives",melted mozzarella cheese: 14107010; tomato sauce: 89901050; sliced red onion: 75117020; thin pizza crust: 58107205; Kalamata olives: 75510020,"melted mozzarella cheese: 0.5 cup, melted
tomato sauce: 0.125 Guideline amount per cup of vegetable
sliced red onion: 1 ring
thin pizza crust: 1 piece
Kalamata olives: 7 olive","{'melted mozzarella cheese': 122.0, 'tomato sauce': 7.5, 'sliced red onion': 5.0, 'thin pizza crust': 92.0, 'kalamata olives': 35.0}",673.62,40.69499999999999,34.233399999999996,41.73545,0,0,5,261.5
dish_1559844951,274.335999,122,17.906,22.792,9.784,"almonds, potatoes","almonds, potatoes","raw_whole_almonds
roasted_potato_chunks",raw_whole_almonds: 42101000; roasted_potato_chunks: 71104030,"raw_whole_almonds: 1 oz
roasted_potato_chunks: 1 cup","{'raw_whole_almonds': 28.35, 'roasted_potato_chunks': 160.0}",365.7465,8.988025,38.829425,20.955155,0,0,2,188.35
dish_1560367116,108.409973,211,6.256616,12.151617,9.205687,"green onions, salt, tofu, country rice, onions, garlic, honeydew melons, olive oil, fish, cherry tomatoes","cherry tomatoes, country rice, fish, garlic, green onions, honeydew melons, olive oil, onions, salt, tofu","grape tomatoes
honeydew melon (melon cubes)
cantaloupe (melon slice)
broccoli florets
green bell pepper (sliced)
cooked chicken (small pieces)
scrambled egg",grape tomatoes: 74101000; honeydew melon (melon cubes): 63127010; cantaloupe (melon slice): 63109010; broccoli florets: 99997220; green bell pepper (sliced): 75122100; cooked chicken (small pieces): 24104051; scrambled egg: 32130020,"grape tomatoes: 3 grape tomato
honeydew melon (melon cubes): 4 cube
cantaloupe (melon slice): 1 small wedge/slice
broccoli florets: unknown
green bell pepper (sliced): 1 ring
cooked chicken (small pieces): 1 oz, cooked
scrambled egg: 0.5 egg","{'grape tomatoes': 24.0, 'honeydew melon (melon cubes)': 60.0, 'cantaloupe (melon slice)': 35.0, 'broccoli florets': nan, 'green bell pepper (sliced)': 10.0, 'cooked chicken (small pieces)': 28.35, 'scrambled egg': 27.5}",142.4965,11.667340000000001,9.9911,6.305600000000001,0,1,7,184.85
dish_1560961059,268.459991,172,5.68,46.792999,7.6272,"cream cheese, bagels, sweet potato","bagels, cream cheese, sweet potato","toasted plain bagel
cream cheese (spread)
roasted eggplant",toasted plain bagel: 51180010; cream cheese (spread): 14420200; roasted eggplant: 75217010,"toasted plain bagel: 1 regular
cream cheese (spread): 1 oz
roasted eggplant: 0.5 cup","{'toasted plain bagel': 105.0, 'cream cheese (spread)': 28.35, 'roasted eggplant': 47.5}",373.65749999999997,13.5996,58.98375,9.584350000000002,0,0,3,180.85
dish_1561663817,95.495369,86,4.993594,12.891619,2.099187,"salt, mixed greens, olive oil, lemon juice, onions, parsley, corn on the cob, vinegar, millet, apple","apple, corn on the cob, lemon juice, millet, mixed greens, olive oil, onions, parsley, salt, vinegar","baby spinach leaves
red leaf lettuce
romaine lettuce (leaf)
red bell pepper (strip)
corn on the cob (sliced)",baby spinach leaves: 72125100; red leaf lettuce: 75113060; romaine lettuce (leaf): 72116000; red bell pepper (strip): 75122200; corn on the cob (sliced): 75216111,"baby spinach leaves: unknown
red leaf lettuce: 1 leaf
romaine lettuce (leaf): 1 leaf
red bell pepper (strip): 1 piece
corn on the cob (sliced): 0.1 regular ear","{'baby spinach leaves': nan, 'red leaf lettuce': 8.0, 'romaine lettuce (leaf)': 13.0, 'red bell pepper (strip)': 10.0, 'corn on the cob (sliced)': 10.5}",14.62,0.7244999999999999,3.1141000000000005,0.20885,0,1,5,41.5
dish_1562010266,581.033081,284,34.7831,8.110199,55.645042,"olive oil, mayonnaise, wheat berry, pork, pepper, salt, cabbage, carrot, garlic, lemon juice, parsley, jalapenos","cabbage, carrot, garlic, jalapenos, lemon juice, mayonnaise, olive oil, parsley, pepper, pork, salt, wheat berry",No ingredients identified. GPT response was: ,No ingredients identified. GPT response was:: 00000000,No ingredients identified. GPT response was:: unknown,{'no ingredients identified. gpt response was': nan},,,,,0,1,1,0.0
dish_1566414642,219.809998,145,7.812,14.580001,21.541,"roasted potatoes, chicken","chicken, roasted potatoes","diced cooked chicken breast
roasted baby potatoes (quartered, skin-on)","diced cooked chicken breast: 24122171; roasted baby potatoes (quartered, skin-on): 71104050","diced cooked chicken breast: unknown
roasted baby potatoes (quartered, skin-on): 1 baby potato","{'diced cooked chicken breast': nan, 'roasted baby potatoes (quartered, skin-on)': 60.0}",55.8,1.494,12.642,0.078,0,1,2,60.0
dish_1561491180,236.347488,217,18.691792,20.364334,21.251337,"shallots, fish, spinach (raw), blueberries, wheat berry, olive oil, lemon juice, mustard, salt, parsley, cherry tomatoes, chard, vinegar, radishes, wild rice, chive, garlic","blueberries, chard, cherry tomatoes, chive, fish, garlic, lemon juice, mustard, olive oil, parsley, radishes, salt, shallots, spinach (raw), vinegar, wheat berry, wild rice","yellow rice
sautéed spinach
cooked chicken breast",yellow rice: 56205130; sautéed spinach: 72125217; cooked chicken breast: 24120120,"yellow rice: 0.5 cup
sautéed spinach: 1 cup
cooked chicken breast: 1 medium slice","{'yellow rice': 79.0, 'sautéed spinach': 185.0, 'cooked chicken breast': 60.0}",272.47,24.3695,20.657500000000002,10.0825,0,0,3,324.0
dish_1558113941,296.890015,78,24.862,12.834001,11.816001,"mixed greens, almonds","almonds, mixed greens","whole raw almonds
raw baby spinach leaves
shredded raw carrot",whole raw almonds: 42101000; raw baby spinach leaves: 72125100; shredded raw carrot: 73101110,"whole raw almonds: 1 oz
raw baby spinach leaves: 1 cup
shredded raw carrot: unknown","{'whole raw almonds': 28.35, 'raw baby spinach leaves': 25.0, 'shredded raw carrot': nan}",170.8965,6.708525000000001,6.711925000000001,14.310155,0,1,3,53.35
dish_1564086658,260.852997,230,8.653,38.712002,11.198001,"cheese pizza, corn on the cob, caesar salad","caesar salad, cheese pizza, corn on the cob","romaine lettuce
Caesar dressing
shaved Parmesan cheese
pizza crust
melted mozzarella cheese
sliced cooked corn on the cob",romaine lettuce: 72116000; Caesar dressing: 83102000; shaved Parmesan cheese: 14108020; pizza crust: 58107050; melted mozzarella cheese: 14107010; sliced cooked corn on the cob: 75216111,"romaine lettuce: 1 cup
Caesar dressing: 2 tablespoon
shaved Parmesan cheese: 1 tablespoon
pizza crust: 1 piece
melted mozzarella cheese: 1 slice
sliced cooked corn on the cob: 0.25 regular ear","{'romaine lettuce': 35.0, 'caesar dressing': 29.4, 'shaved parmesan cheese': 5.0, 'pizza crust': 75.0, 'melted mozzarella cheese': 9.0, 'sliced cooked corn on the cob': 26.25}",441.81299999999993,11.192730000000001,31.1298,30.925774999999994,0,0,6,179.65
dish_1568313640,71.139999,145,3.652,8.9,3.152,"onions, mushroom, mixed greens, avocado","avocado, mixed greens, mushroom, onions","baby spinach leaves
green leaf lettuce
red leaf lettuce (purple-tinted salad leaves)
frisée (curly endive)
sliced red onion
sliced avocado",baby spinach leaves: 72125100; green leaf lettuce: 72116000; red leaf lettuce (purple-tinted salad leaves): 75113060; frisée (curly endive): 72116000; sliced red onion: 75117020; sliced avocado: 63105010,"baby spinach leaves: 1 leaf
green leaf lettuce: 1 cup
red leaf lettuce (purple-tinted salad leaves): unknown
frisée (curly endive): unknown
sliced red onion: 4 slice
sliced avocado: 3 slice","{'baby spinach leaves': 10.0, 'green leaf lettuce': 35.0, 'red leaf lettuce (purple-tinted salad leaves)': nan, 'frisée (curly endive)': nan, 'sliced red onion': 60.0, 'sliced avocado': 45.0}",102.75,2.177,10.16,6.7595,0,2,6,150.0
dish_1561741090,161.540009,221,5.977,11.469999,15.538,"cottage cheese, cantaloupe","cantaloupe, cottage cheese","plain cottage cheese
cantaloupe (melon)",plain cottage cheese: 14201010; cantaloupe (melon): 63109010,"plain cottage cheese: 0.75 cup
cantaloupe (melon): 0.75 cup","{'plain cottage cheese': 157.5, 'cantaloupe (melon)': 116.25}",198.525,18.46725,14.8095,6.98175,0,0,2,273.75
dish_1560357832,181.351425,82,10.603177,17.474182,4.632458,"mustard, waffles, vinegar, cucumbers, spinach (raw), mustard greens, olive oil, salt, garlic, tomatoes","cucumbers, garlic, mustard, mustard greens, olive oil, salt, spinach (raw), tomatoes, vinegar, waffles","Belgian waffle
baby spinach leaves
red chard leaves
blackberry
vinaigrette salad dressing",Belgian waffle: 55201000; baby spinach leaves: 72125100; red chard leaves: 72104100; blackberry: 63201010; vinaigrette salad dressing: 83106000,"Belgian waffle: 0.5 thick / Belgian waffle
baby spinach leaves: 1 cup
red chard leaves: unknown
blackberry: 1 blackberry
vinaigrette salad dressing: 1 tablespoon","{'belgian waffle': 67.5, 'baby spinach leaves': 25.0, 'red chard leaves': nan, 'blackberry': 5.0, 'vinaigrette salad dressing': 14.7}",295.9549999999999,6.71477,30.87714,15.98764,0,1,5,112.2
dish_1562949205,80.220001,57,5.13,3.768,4.8,"cantaloupe, bacon","bacon, cantaloupe","diced cantaloupe melon
cooked bacon (fried)",diced cantaloupe melon: 63109010; cooked bacon (fried): 22601000,"diced cantaloupe melon: unknown
cooked bacon (fried): 1 medium slice (yield after cooking)","{'diced cantaloupe melon': nan, 'cooked bacon (fried)': 8.0}",37.44,2.7136,0.136,2.8072000000000004,0,1,2,8.0
dish_1564169932,766.626526,473,37.374702,42.810986,65.773155,"cilantro, pepper, parsley, lemon juice, tatsoi, olive oil, kale, onions, chili, cheese, chicken thighs, tortilla, tomatoes, cucumbers, salt, garlic","cheese, chicken thighs, chili, cilantro, cucumbers, garlic, kale, lemon juice, olive oil, onions, parsley, pepper, salt, tatsoi, tomatoes, tortilla","shredded chicken
tomato-based sauce
diced cucumber
diced tomato
chopped lettuce",shredded chicken: 24123110; tomato-based sauce: 27141035; diced cucumber: 75142600; diced tomato: 74101000; chopped lettuce: 75113000,"shredded chicken: unknown
tomato-based sauce: unknown
diced cucumber: 0.5 cup
diced tomato: unknown
chopped lettuce: unknown","{'shredded chicken': nan, 'tomato-based sauce': nan, 'diced cucumber': 79.5, 'diced tomato': nan, 'chopped lettuce': nan}",27.03,0.41340000000000005,5.724,0.07155,0,4,5,79.5
